timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1775321592656,2,Dashboard for alice@test.com,200,OK,Thread Group 1-51,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588601,99,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-51,,true,,763,448,100,100,null,99,3959,31
1775321592678,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-43,text,true,,408,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588534,50,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-43,,true,,767,449,100,100,null,50,4097,1
1775321592685,2,Dashboard for alice@test.com,200,OK,Thread Group 1-31,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588435,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-31,,true,,762,448,100,100,null,5,4248,1
1775321592743,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-88,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588940,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-88,,true,,768,450,100,100,null,6,3800,1
1775321592745,2,Dashboard for bob@test.com,200,OK,Thread Group 1-67,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588742,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-67,,true,,757,446,100,100,null,7,3999,2
1775321592781,3,Dashboard for charlie@test.com,200,OK,Thread Group 1-78,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588846,10,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-78,,true,,768,450,100,100,null,10,3928,1
1775321592822,3,Dashboard for alice@test.com,200,OK,Thread Group 1-91,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588971,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-91,,true,,762,448,100,100,null,6,3849,1
1775321592864,2,Dashboard for bob@test.com,200,OK,Thread Group 1-82,text,true,,405,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588885,4,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-82,,true,,756,445,100,100,null,4,3978,1
1775321592867,2,Dashboard for eve@test.com,200,OK,Thread Group 1-55,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588635,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-55,,true,,756,446,100,100,null,7,4227,2
1775321592868,2,Dashboard for diana@test.com,200,OK,Thread Group 1-24,text,true,,406,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588369,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-24,,true,,761,447,100,100,null,6,4495,1
1775321592905,2,Login with bob@test.com,200,OK,Thread Group 1-59,text,true,,351,228,100,100,http://localhost:3000/api/login,2,0,1
1775321592918,3,Login with diana@test.com,200,OK,Thread Group 1-42,text,true,,355,230,100,100,http://localhost:3000/api/login,3,0,1
1775321592922,2,Login with alice@test.com,200,OK,Thread Group 1-14,text,true,,356,230,100,100,http://localhost:3000/api/login,2,0,1
1775321592937,3,Dashboard for diana@test.com,200,OK,Thread Group 1-9,text,true,,406,217,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588232,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-9,,true,,761,447,100,100,null,7,4702,1
1775321592958,2,Dashboard for eve@test.com,200,OK,Thread Group 1-35,text,true,,405,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588474,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-35,,true,,756,445,100,100,null,7,4479,1
1775321592958,2,Dashboard for diana@test.com,200,OK,Thread Group 1-94,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588999,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-94,,true,,763,448,100,100,null,5,3957,1
1775321592964,3,Dashboard for diana@test.com,200,OK,Thread Group 1-39,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588504,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-39,,true,,763,448,100,100,null,5,4457,1
1775321592978,1,Dashboard for bob@test.com,200,OK,Thread Group 1-87,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,1,0,0
1775321588930,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-87,,true,,757,446,100,100,null,5,4045,1
1775321592993,3,Dashboard for diana@test.com,200,OK,Thread Group 1-49,text,true,,405,217,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588581,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-49,,true,,760,447,100,100,null,5,4411,1
1775321592997,2,Dashboard for eve@test.com,200,OK,Thread Group 1-20,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588335,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-20,,true,,757,446,100,100,null,6,4659,2
1775321593008,3,Dashboard for alice@test.com,200,OK,Thread Group 1-41,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588521,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-41,,true,,763,448,100,100,null,7,4484,1
1775321593017,3,Dashboard for diana@test.com,200,OK,Thread Group 1-79,text,true,,406,219,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588856,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-79,,true,,763,449,100,100,null,8,4157,2
1775321593062,2,Login with bob@test.com,200,OK,Thread Group 1-32,text,true,,351,228,100,100,http://localhost:3000/api/login,2,0,1
1775321593066,1,Dashboard for bob@test.com,200,OK,Thread Group 1-22,text,true,,404,217,100,100,http://localhost:3000/api/dashboard,1,0,0
1775321588352,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-22,,true,,755,445,100,100,null,8,4708,2
1775321593077,3,Dashboard for charlie@test.com,200,OK,Thread Group 1-53,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588617,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-53,,true,,768,450,100,100,null,5,4457,0
1775321593138,3,Login with diana@test.com,200,OK,Thread Group 1-76,text,true,,356,230,100,100,http://localhost:3000/api/login,3,0,1
1775321593150,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-98,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321589034,4,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-98,,true,,768,450,100,100,null,4,4115,1
1775321593158,3,Dashboard for eve@test.com,200,OK,Thread Group 1-70,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588772,9,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-70,,true,,756,446,100,100,null,9,4380,2
1775321593167,2,Dashboard for bob@test.com,200,OK,Thread Group 1-62,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588700,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-62,,true,,756,446,100,100,null,5,4465,1
1775321593224,3,Dashboard for diana@test.com,200,OK,Thread Group 1-29,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588419,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-29,,true,,762,448,100,100,null,6,4802,1
1775321593256,3,Dashboard for alice@test.com,200,OK,Thread Group 1-81,text,true,,407,216,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588874,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-81,,true,,761,446,100,100,null,7,4379,1
1775321593269,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-23,text,true,,409,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588362,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-23,,true,,769,450,100,100,null,7,4903,2
1775321593293,3,Dashboard for charlie@test.com,200,OK,Thread Group 1-58,text,true,,409,217,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588664,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-58,,true,,768,449,100,100,null,8,4625,3
1775321593315,3,Dashboard for bob@test.com,200,OK,Thread Group 1-77,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588836,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-77,,true,,757,446,100,100,null,7,4476,2
1775321593322,3,Dashboard for diana@test.com,200,OK,Thread Group 1-6,text,true,,406,216,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588222,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-6,,true,,760,446,100,100,null,7,5096,2
1775321593333,4,Login with alice@test.com,200,OK,Thread Group 1-7,text,true,,355,230,100,100,http://localhost:3000/api/login,4,0,1
1775321593384,2,Dashboard for bob@test.com,200,OK,Thread Group 1-27,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,1,0,0
1775321588398,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-27,,true,,756,446,100,100,null,7,4980,2
1775321593451,3,Login with alice@test.com,200,OK,Thread Group 1-63,text,true,,355,230,100,100,http://localhost:3000/api/login,3,0,1
1775321593452,3,Dashboard for charlie@test.com,200,OK,Thread Group 1-18,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588316,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-18,,true,,768,450,100,100,null,7,5132,2
1775321593534,3,Dashboard for eve@test.com,200,OK,Thread Group 1-80,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588865,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-80,,true,,756,446,100,100,null,7,4664,2
1775321593548,4,Login with diana@test.com,200,OK,Thread Group 1-56,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,1
1775321593575,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-38,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588496,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-38,,true,,768,450,100,100,null,6,5076,1
1775321593621,3,Login with bob@test.com,200,OK,Thread Group 1-34,text,true,,352,228,100,100,http://localhost:3000/api/login,3,0,1
1775321593696,3,Login with charlie@test.com,200,OK,Thread Group 1-46,text,true,,360,232,100,100,http://localhost:3000/api/login,3,0,1
1775321593724,2,Dashboard for alice@test.com,200,OK,Thread Group 1-66,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588733,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-66,,true,,762,448,100,100,null,6,4987,1
1775321590973,3,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-10,,true,,360,232,100,100,null,3,2779,1
1775321593756,2,Dashboard for alice@test.com,200,OK,Thread Group 1-36,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588482,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-36,,true,,762,448,100,100,null,7,5270,2
1775321593761,3,Login with alice@test.com,200,OK,Thread Group 1-16,text,true,,356,230,100,100,http://localhost:3000/api/login,3,0,1
1775321593771,3,Dashboard for bob@test.com,200,OK,Thread Group 1-57,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588652,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-57,,true,,757,446,100,100,null,7,5117,1
1775321593775,4,Dashboard for bob@test.com,200,OK,Thread Group 1-52,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,4,0,0
1775321588608,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-52,,true,,756,446,100,100,null,7,5165,1
1775321593813,5,Login with eve@test.com,200,OK,Thread Group 1-13,text,true,,352,228,100,100,http://localhost:3000/api/login,5,0,2
1775321593830,8,Login with bob@test.com,200,OK,Thread Group 1-33,text,true,,352,228,100,100,http://localhost:3000/api/login,8,0,3
1775321593868,2,Dashboard for eve@test.com,200,OK,Thread Group 1-50,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588592,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-50,,true,,757,446,100,100,null,7,5272,2
1775321593872,3,Dashboard for charlie@test.com,200,OK,Thread Group 1-48,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588575,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-48,,true,,767,450,100,100,null,8,5293,1
1775321593874,5,Login with eve@test.com,200,OK,Thread Group 1-72,text,true,,351,228,100,100,http://localhost:3000/api/login,5,0,2
1775321593885,5,Login with diana@test.com,200,OK,Thread Group 1-3,text,true,,356,230,100,100,http://localhost:3000/api/login,5,0,2
1775321593902,3,Dashboard for charlie@test.com,200,OK,Thread Group 1-68,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588751,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-68,,true,,768,450,100,100,null,6,5148,1
1775321593905,3,Dashboard for eve@test.com,200,OK,Thread Group 1-85,text,true,,404,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588910,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-85,,true,,755,445,100,100,null,7,4990,2
1775321593936,3,Login with alice@test.com,200,OK,Thread Group 1-2,text,true,,355,230,100,100,http://localhost:3000/api/login,3,0,1
1775321593945,6,Login with eve@test.com,200,OK,Thread Group 1-99,text,true,,352,228,100,100,http://localhost:3000/api/login,5,0,2
1775321593948,4,Dashboard for charlie@test.com,200,OK,Thread Group 1-83,text,true,,408,217,100,100,http://localhost:3000/api/dashboard,4,0,0
1775321588894,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-83,,true,,767,449,100,100,null,7,5052,2
1775321593947,7,Login with diana@test.com,200,OK,Thread Group 1-30,text,true,,355,230,100,100,http://localhost:3000/api/login,7,0,2
1775321593979,4,Login with charlie@test.com,200,OK,Thread Group 1-39,text,true,,360,232,100,100,http://localhost:3000/api/login,4,0,1
1775321593985,4,Login with charlie@test.com,200,OK,Thread Group 1-88,text,true,,360,232,100,100,http://localhost:3000/api/login,4,0,2
1775321593988,2,Dashboard for eve@test.com,200,OK,Thread Group 1-100,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321589053,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-100,,true,,756,446,100,100,null,8,4930,1
1775321594016,5,Login with eve@test.com,200,OK,Thread Group 1-51,text,true,,352,228,100,100,http://localhost:3000/api/login,5,0,2
1775321594035,4,Login with bob@test.com,200,OK,Thread Group 1-31,text,true,,351,228,100,100,http://localhost:3000/api/login,4,0,1
1775321594051,4,Login with eve@test.com,200,OK,Thread Group 1-25,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,1
1775321594074,5,Login with alice@test.com,200,OK,Thread Group 1-5,text,true,,356,230,100,100,http://localhost:3000/api/login,5,0,2
1775321594081,4,Login with bob@test.com,200,OK,Thread Group 1-75,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,2
1775321594102,4,Login with charlie@test.com,200,OK,Thread Group 1-47,text,true,,360,232,100,100,http://localhost:3000/api/login,4,0,2
1775321594111,5,Login with eve@test.com,200,OK,Thread Group 1-21,text,true,,352,228,100,100,http://localhost:3000/api/login,5,0,2
1775321594115,4,Login with diana@test.com,200,OK,Thread Group 1-92,text,true,,355,230,100,100,http://localhost:3000/api/login,4,0,2
1775321594121,3,Login with eve@test.com,200,OK,Thread Group 1-60,text,true,,351,228,100,100,http://localhost:3000/api/login,3,0,1
1775321594126,4,Login with charlie@test.com,200,OK,Thread Group 1-15,text,true,,359,232,100,100,http://localhost:3000/api/login,4,0,2
1775321594128,6,Login with charlie@test.com,200,OK,Thread Group 1-45,text,true,,360,232,100,100,http://localhost:3000/api/login,6,0,2
1775321591400,3,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-42,,true,,355,230,100,100,null,3,2733,1
1775321594154,5,Login with charlie@test.com,200,OK,Thread Group 1-12,text,true,,360,232,100,100,http://localhost:3000/api/login,5,0,2
1775321594156,5,Dashboard for diana@test.com,200,OK,Thread Group 1-74,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,5,0,0
1775321588810,9,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-74,,true,,763,448,100,100,null,9,5343,2
1775321594156,7,Login with alice@test.com,200,OK,Thread Group 1-26,text,true,,355,230,100,100,http://localhost:3000/api/login,7,0,3
1775321594189,2,Dashboard for alice@test.com,200,OK,Thread Group 1-61,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588690,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-61,,true,,762,448,100,100,null,7,5495,2
1775321594218,2,Dashboard for eve@test.com,200,OK,Thread Group 1-95,text,true,,403,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321589005,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-95,,true,,754,445,100,100,null,6,5209,1
1775321594224,1,Dashboard for diana@test.com,200,OK,Thread Group 1-89,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,1,0,0
1775321588951,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-89,,true,,763,448,100,100,null,5,5270,1
1775321594242,2,Dashboard for diana@test.com,200,OK,Thread Group 1-84,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588903,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-84,,true,,763,448,100,100,null,5,5337,1
1775321594242,4,Login with alice@test.com,200,OK,Thread Group 1-1,text,true,,355,230,100,100,http://localhost:3000/api/login,4,0,1
1775321594258,4,Login with diana@test.com,200,OK,Thread Group 1-37,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,1
1775321594275,5,Login with eve@test.com,200,OK,Thread Group 1-49,text,true,,351,228,100,100,http://localhost:3000/api/login,5,0,2
1775321594377,5,Login with charlie@test.com,200,OK,Thread Group 1-17,text,true,,360,232,100,100,http://localhost:3000/api/login,5,0,2
1775321594433,3,Dashboard for alice@test.com,200,OK,Thread Group 1-86,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588922,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-86,,true,,763,448,100,100,null,6,5509,1
1775321590841,4,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-65,,true,,351,228,100,100,null,4,3620,2
1775321594515,3,Login with diana@test.com,200,OK,Thread Group 1-67,text,true,,356,230,100,100,http://localhost:3000/api/login,3,0,1
1775321594550,4,Login with charlie@test.com,200,OK,Thread Group 1-79,text,true,,359,232,100,100,http://localhost:3000/api/login,4,0,2
1775321594555,6,Login with eve@test.com,200,OK,Thread Group 1-64,text,true,,351,228,100,100,http://localhost:3000/api/login,5,0,2
1775321594570,4,Login with diana@test.com,200,OK,Thread Group 1-40,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,2
1775321594580,4,Login with eve@test.com,200,OK,Thread Group 1-8,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,1
1775321594653,4,Login with charlie@test.com,200,OK,Thread Group 1-62,text,true,,360,232,100,100,http://localhost:3000/api/login,4,0,2
1775321594715,3,Login with charlie@test.com,200,OK,Thread Group 1-54,text,true,,359,232,100,100,http://localhost:3000/api/login,3,0,1
1775321594723,2,Login with eve@test.com,200,OK,Thread Group 1-53,text,true,,352,228,100,100,http://localhost:3000/api/login,2,0,1
1775321591074,3,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-76,,true,,356,230,100,100,null,3,3657,1
1775321591140,2,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-14,,true,,356,230,100,100,null,2,3619,1
1775321594799,2,Dashboard for alice@test.com,200,OK,Thread Group 1-96,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321589016,9,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-96,,true,,763,448,100,100,null,9,5776,1
1775321594798,5,Login with bob@test.com,200,OK,Thread Group 1-44,text,true,,352,228,100,100,http://localhost:3000/api/login,5,0,1
1775321594841,3,Login with bob@test.com,200,OK,Thread Group 1-80,text,true,,352,228,100,100,http://localhost:3000/api/login,3,0,2
1775321594880,4,Login with diana@test.com,200,OK,Thread Group 1-87,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,1
1775321594885,5,Login with diana@test.com,200,OK,Thread Group 1-73,text,true,,356,230,100,100,http://localhost:3000/api/login,5,0,2
1775321594899,5,Login with charlie@test.com,200,OK,Thread Group 1-11,text,true,,360,232,100,100,http://localhost:3000/api/login,5,0,2
1775321594905,4,Login with alice@test.com,200,OK,Thread Group 1-97,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,2
1775321594932,4,Login with alice@test.com,200,OK,Thread Group 1-36,text,true,,355,230,100,100,http://localhost:3000/api/login,4,0,1
1775321594945,4,Login with eve@test.com,200,OK,Thread Group 1-81,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,1
1775321594948,5,Login with alice@test.com,200,OK,Thread Group 1-68,text,true,,356,230,100,100,http://localhost:3000/api/login,5,0,2
1775321594953,4,Login with bob@test.com,200,OK,Thread Group 1-19,text,true,,351,228,100,100,http://localhost:3000/api/login,4,0,1
1775321594970,5,Login with eve@test.com,200,OK,Thread Group 1-27,text,true,,351,228,100,100,http://localhost:3000/api/login,5,0,2
1775321594977,5,Login with diana@test.com,200,OK,Thread Group 1-24,text,true,,355,230,100,100,http://localhost:3000/api/login,5,0,1
1775321595038,4,Login with bob@test.com,200,OK,Thread Group 1-69,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,1
1775321595059,3,Login with eve@test.com,200,OK,Thread Group 1-78,text,true,,351,228,100,100,http://localhost:3000/api/login,3,0,1
1775321591244,2,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-32,,true,,351,228,100,100,null,2,3864,1
1775321595110,3,Login with charlie@test.com,200,OK,Thread Group 1-71,text,true,,359,232,100,100,http://localhost:3000/api/login,3,0,1
1775321595118,3,Login with eve@test.com,200,OK,Thread Group 1-48,text,true,,352,228,100,100,http://localhost:3000/api/login,3,0,1
1775321595140,3,Login with diana@test.com,200,OK,Thread Group 1-90,text,true,,355,230,100,100,http://localhost:3000/api/login,3,0,1
1775321592516,3,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-34,,true,,352,228,100,100,null,3,2654,1
1775321595198,5,Login with diana@test.com,200,OK,Thread Group 1-66,text,true,,356,230,100,100,http://localhost:3000/api/login,5,0,2
1775321595209,5,Login with bob@test.com,200,OK,Thread Group 1-41,text,true,,351,228,100,100,http://localhost:3000/api/login,5,0,1
1775321591098,4,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-4,,true,,352,228,100,100,null,4,4113,1
1775321592437,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-21,,true,,352,228,100,100,null,5,2786,2
1775321592328,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-3,,true,,356,230,100,100,null,5,2960,2
1775321591964,4,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-25,,true,,352,228,100,100,null,4,3342,1
1775321592027,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-12,,true,,360,232,100,100,null,5,3309,2
1775321592997,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-49,,true,,351,228,100,100,null,5,2350,2
1775321595357,6,Login with alice@test.com,200,OK,Thread Group 1-91,text,true,,356,230,100,100,http://localhost:3000/api/login,6,0,2
1775321595364,6,Login with charlie@test.com,200,OK,Thread Group 1-55,text,true,,360,232,100,100,http://localhost:3000/api/login,6,0,2
1775321591863,4,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-92,,true,,355,230,100,100,null,4,3518,2
1775321595395,4,Login with bob@test.com,200,OK,Thread Group 1-58,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,1
1775321595401,4,Login with diana@test.com,200,OK,Thread Group 1-6,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,1
1775321595422,3,Login with bob@test.com,200,OK,Thread Group 1-85,text,true,,352,228,100,100,http://localhost:3000/api/login,3,0,1
1775321595438,4,Login with bob@test.com,200,OK,Thread Group 1-70,text,true,,351,228,100,100,http://localhost:3000/api/login,4,0,1
1775321595446,4,Login with bob@test.com,200,OK,Thread Group 1-93,text,true,,351,228,100,100,http://localhost:3000/api/login,4,0,2
1775321595451,2,Login with alice@test.com,200,OK,Thread Group 1-28,text,true,,356,230,100,100,http://localhost:3000/api/login,2,0,1
1775321595460,3,Login with alice@test.com,200,OK,Thread Group 1-43,text,true,,356,230,100,100,http://localhost:3000/api/login,3,0,1
1775321595466,3,Login with alice@test.com,200,OK,Thread Group 1-98,text,true,,355,230,100,100,http://localhost:3000/api/login,3,0,1
1775321592688,4,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-31,,true,,351,228,100,100,null,4,2812,1
1775321595529,3,Login with eve@test.com,200,OK,Thread Group 1-84,text,true,,351,228,100,100,http://localhost:3000/api/login,3,0,1
1775321592659,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-51,,true,,352,228,100,100,null,5,2883,2
1775321592109,4,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-40,,true,,356,230,100,100,null,4,3475,2
1775321595599,3,Login with charlie@test.com,200,OK,Thread Group 1-38,text,true,,360,232,100,100,http://localhost:3000/api/login,3,0,1
1775321595618,3,Login with charlie@test.com,200,OK,Thread Group 1-77,text,true,,360,232,100,100,http://localhost:3000/api/login,3,0,1
1775321595647,3,Login with eve@test.com,200,OK,Thread Group 1-9,text,true,,351,228,100,100,http://localhost:3000/api/login,3,0,1
1775321592349,3,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-2,,true,,355,230,100,100,null,3,3314,1
1775321595688,3,Login with bob@test.com,200,OK,Thread Group 1-82,text,true,,351,228,100,100,http://localhost:3000/api/login,3,0,1
1775321595724,3,Login with bob@test.com,200,OK,Thread Group 1-94,text,true,,352,228,100,100,http://localhost:3000/api/login,3,0,1
